row_id,agent_code,agent_age,agent_join_month,first_policy_sold_month,year_month,unique_proposals_last_7_days,unique_proposals_last_15_days,unique_proposals_last_21_days,unique_proposal,unique_quotations_last_7_days,unique_quotations_last_15_days,unique_quotations_last_21_days,unique_quotations,unique_customers_last_7_days,unique_customers_last_15_days,unique_customers_last_21_days,unique_customers,new_policy_count,ANBP_value,net_income,number_of_policy_holders,number_of_cash_payment_policies
9848,cc2832ba,38,9/1/2019,4/1/2024,2/1/2024,0,3,1,8,4,1,8,14,6,4,8,18,11,593362,94107,54,77
9849,ec6df6c6,23,5/1/2021,1/1/2024,2/1/2024,1,3,4,13,0,2,9,12,0,4,14,18,14,650118,109171,18,126
9850,a30df4f5,34,7/1/2019,6/1/2022,2/1/2024,2,0,12,19,4,3,1,15,5,4,7,16,27,1497096,432136,0,81
9851,f7136abb,44,9/1/2022,4/1/2023,2/1/2024,3,1,17,25,0,4,2,9,0,7,4,11,31,136431,29783,44,155
9852,7.02E+05,50,6/1/2019,8/1/2022,2/1/2024,2,0,2,7,1,4,2,8,1,5,4,10,15,1176315,119273,10,0
9853,3d00b9ca,21,8/1/2019,10/1/2023,2/1/2024,1,1,17,22,4,1,5,13,5,5,8,18,24,2235552,411950,36,144
9854,bf9913dd,37,11/1/2022,5/1/2023,2/1/2024,3,5,5,17,4,4,5,16,6,8,5,19,23,843548,131135,38,138
9855,d05744f2,47,7/1/2022,10/1/2023,2/1/2024,3,0,15,19,1,0,5,16,2,1,9,12,23,224457,34630,0,92
9856,aa741268,37,1/1/2021,8/1/2022,2/1/2024,2,4,19,30,4,5,9,23,4,9,15,28,0,0,18675,28,64
9857,e97ec0e0,35,12/1/2021,1/1/2023,2/1/2024,3,5,10,21,1,6,0,14,3,8,1,12,24,2198160,413971,24,0
9858,9bf2290b,21,4/1/2023,4/1/2024,2/1/2024,1,0,15,17,4,1,6,14,4,5,10,19,23,1395387,390326,76,23
9859,3c120430,39,1/1/2024,2/1/2024,2/1/2024,3,5,5,14,4,1,1,7,6,1,6,13,15,1440975,245797,0,90
9860,2db3122b,26,6/1/2023,11/1/2023,2/1/2024,3,5,1,12,1,5,7,14,3,9,11,23,17,844288,93036,23,17
9861,3b689e3b,22,5/1/2023,11/1/2023,2/1/2024,0,1,10,16,2,4,3,13,3,6,7,16,23,652648,152321,16,23
9862,54ca74d2,51,3/1/2021,3/1/2023,2/1/2024,1,1,11,16,2,2,0,14,4,3,4,11,23,382651,104268,33,46
9863,a09aba1d,50,4/1/2021,10/1/2023,2/1/2024,2,5,1,12,2,1,3,9,2,4,4,10,15,986565,197327,30,30
9864,6951b407,36,1/1/2021,5/1/2022,2/1/2024,0,3,3,10,0,1,1,5,0,5,7,12,17,873562,93303,0,136
9865,3d15739c,21,7/1/2021,3/1/2022,2/1/2024,3,3,0,11,4,5,1,11,5,9,3,17,15,458190,66792,51,120
9866,d1498ea3,40,11/1/2020,8/1/2022,2/1/2024,3,1,7,16,1,3,4,15,1,7,9,17,25,434275,107805,68,50
9867,3cfc52f3,44,4/1/2020,1/1/2023,2/1/2024,0,3,18,22,3,5,5,21,5,7,6,18,24,1581624,380253,72,0
9868,78ab067e,38,7/1/2023,12/1/2023,2/1/2024,3,2,9,17,2,6,2,12,4,8,5,17,26,1548534,309423,17,130
9869,f7779dc8,28,10/1/2023,11/1/2023,2/1/2024,0,2,4,11,3,3,7,14,5,7,12,24,15,1442655,376395,72,120
9870,af1c7a87,44,3/1/2020,8/1/2023,2/1/2024,2,2,2,9,4,6,1,12,5,9,4,18,17,500531,75443,18,102
9871,ba63f82c,34,6/1/2022,11/1/2023,2/1/2024,2,6,3,13,0,4,7,12,1,7,7,15,19,1345903,271863,60,152
9872,f9450be9,31,12/1/2021,3/1/2024,2/1/2024,0,6,10,21,3,2,4,13,5,5,6,16,28,1681932,234605,16,168
9873,d855185c,48,7/1/2019,10/1/2023,2/1/2024,0,1,13,19,3,3,6,13,5,6,10,21,28,789628,113897,21,0
9874,fd35a114,39,12/1/2020,6/1/2022,2/1/2024,3,2,3,12,4,1,9,15,5,3,11,19,20,740980,177400,19,0
9875,3fae68fe,36,3/1/2021,5/1/2022,2/1/2024,0,1,19,24,4,2,5,19,4,6,11,21,28,2717652,435872,42,28
9876,3363b8d9,22,1/1/2024,3/1/2024,2/1/2024,3,0,8,13,0,5,4,12,2,5,10,17,20,314040,37316,17,180
9877,e0d06535,47,12/1/2020,12/1/2023,2/1/2024,1,6,14,23,2,3,6,19,3,5,8,16,32,2763424,518800,0,64
9878,ef67e31b,22,6/1/2020,5/1/2022,2/1/2024,1,3,19,28,4,5,2,19,5,6,4,15,0,0,542324,0,105
9879,cdb79d6f,58,5/1/2019,6/1/2022,2/1/2024,1,6,12,24,3,2,1,20,3,4,7,14,32,390976,45737,14,64
9880,b6e384ce,27,11/1/2020,7/1/2022,2/1/2024,0,2,11,15,0,0,9,10,1,1,14,16,19,1626476,282658,48,95
9881,0879757d,43,3/1/2022,9/1/2022,2/1/2024,1,3,12,17,1,3,3,16,2,5,4,11,24,1825536,316882,44,216
9882,20326773,58,10/1/2020,3/1/2022,2/1/2024,1,6,6,18,4,0,4,13,5,1,6,12,22,995478,209435,36,22
9883,3eb7edb4,46,8/1/2019,9/1/2023,2/1/2024,2,6,11,22,4,6,5,20,4,9,10,23,23,1632218,221966,23,161
9884,57480056,32,12/1/2022,2/1/2023,2/1/2024,3,0,12,16,3,0,3,9,5,4,5,14,0,0,170830,14,85
9885,d55b8d32,57,11/1/2019,8/1/2022,2/1/2024,1,3,17,22,2,5,5,15,4,8,8,20,24,638016,88610,20,120
9886,428ca558,48,11/1/2019,11/1/2023,2/1/2024,0,2,13,19,4,3,0,14,5,3,3,11,25,747350,93420,33,225
9887,4aa5bb82,58,7/1/2020,10/1/2023,2/1/2024,1,4,5,12,3,4,8,16,4,4,9,17,21,1117179,240530,34,21
9888,a0e4b237,29,2/1/2020,3/1/2023,2/1/2024,0,1,17,20,0,6,6,14,1,8,11,20,21,1443918,331755,0,126
9889,70f300fa,24,4/1/2022,11/1/2023,2/1/2024,0,5,11,17,4,3,7,16,4,3,8,15,25,1472175,432045,45,25
9890,cdbf502d,30,11/1/2022,1/1/2023,2/1/2024,1,3,8,13,2,1,2,11,2,4,2,8,21,992733,214893,32,189
9891,f713bcd4,22,2/1/2022,8/1/2023,2/1/2024,1,2,5,11,4,6,8,19,4,10,13,27,19,1816609,481462,0,114
9892,05339eaf,21,12/1/2023,2/1/2024,2/1/2024,3,0,3,7,1,0,6,8,1,4,6,11,16,376576,70727,33,64
9893,7b67b89d,32,4/1/2021,6/1/2023,2/1/2024,0,0,3,6,2,6,3,12,2,10,3,15,0,0,74872,0,0
9894,9108e3de,42,8/1/2023,4/1/2024,2/1/2024,0,3,5,10,0,6,0,8,0,7,6,13,18,1099422,177575,52,144
9895,37b41a6c,59,8/1/2020,6/1/2023,2/1/2024,3,3,6,16,1,2,1,7,2,4,6,12,0,0,180370,0,21
9896,3a47f9bd,49,5/1/2020,3/1/2022,2/1/2024,0,6,2,13,0,1,1,3,2,2,3,7,20,107080,20571,14,140
9897,3417ed0a,44,8/1/2020,1/1/2024,2/1/2024,2,2,15,24,3,5,4,17,4,6,5,15,0,0,419332,45,168
9898,93a839c4,44,9/1/2022,3/1/2024,2/1/2024,0,3,10,18,4,3,5,17,6,6,11,23,19,444999,75964,46,76
9899,f201803d,51,11/1/2021,4/1/2024,2/1/2024,3,4,19,27,3,4,2,26,3,8,5,16,32,959648,170513,48,288
9900,0f6f67b0,52,11/1/2019,3/1/2024,2/1/2024,2,3,20,28,0,0,2,22,0,0,6,6,34,514148,106062,24,204
9901,026ffb43,40,5/1/2020,4/1/2023,2/1/2024,3,4,17,26,3,0,0,11,5,0,6,11,35,1276275,265616,0,0
9902,3c7a8b50,21,5/1/2021,9/1/2023,2/1/2024,1,6,15,23,0,2,5,22,0,6,9,15,25,781500,102489,0,200
9903,19dda843,58,10/1/2020,3/1/2024,2/1/2024,3,5,19,29,1,6,2,20,1,6,4,11,35,2138080,539545,44,105
9904,9ca2a7ff,21,6/1/2023,2/1/2024,2/1/2024,0,6,5,16,1,3,6,14,2,5,11,18,21,564564,84535,18,189
9905,096ab135,60,7/1/2021,7/1/2022,2/1/2024,1,1,15,22,2,1,2,8,2,3,5,10,23,1840506,374200,40,23
9906,5fb6d997,52,11/1/2023,4/1/2024,2/1/2024,2,4,12,19,4,1,1,11,6,5,5,16,25,1253675,319296,32,100
9907,6c679551,33,8/1/2022,7/1/2023,2/1/2024,3,6,15,29,4,5,9,28,5,6,14,25,32,2330016,539981,50,0
9908,166ddb3a,51,5/1/2020,7/1/2023,2/1/2024,3,6,20,30,4,6,0,15,4,9,5,18,34,3125722,763374,36,306
9909,f02a4b71,20,2/1/2022,10/1/2022,2/1/2024,0,3,4,12,1,1,6,11,1,4,9,14,14,1383340,276133,14,70
9910,6aae1684,32,11/1/2019,8/1/2022,2/1/2024,1,3,11,19,2,2,0,11,4,5,5,14,24,1197648,318240,56,168
9911,01c63d8e,31,7/1/2020,6/1/2022,2/1/2024,2,0,11,17,0,6,0,15,2,7,5,14,23,1676033,303786,0,161
9912,311a7df5,22,11/1/2022,5/1/2023,2/1/2024,2,6,10,23,4,4,9,18,5,8,14,27,27,1359423,177174,108,81
9913,0d045ee9,37,4/1/2020,3/1/2022,2/1/2024,3,1,9,18,2,4,9,16,4,5,12,21,0,0,218359,84,75
9914,3299ea4c,51,11/1/2022,1/1/2024,2/1/2024,1,2,17,24,2,5,0,23,2,6,5,13,32,2544960,749911,39,128
9915,b07c503c,52,5/1/2022,4/1/2024,2/1/2024,0,0,16,21,3,0,7,17,5,4,8,17,26,1943032,370531,68,26
9916,52e1374a,51,4/1/2022,4/1/2024,2/1/2024,1,5,16,26,4,5,1,17,4,7,5,16,27,2509083,665274,32,135
9917,c488b483,49,7/1/2019,11/1/2022,2/1/2024,0,1,14,20,3,3,8,19,4,3,14,21,21,698439,187107,84,189
9918,a1f12a6c,59,3/1/2022,8/1/2022,2/1/2024,1,3,16,24,2,4,2,15,2,4,2,8,32,2712032,638306,0,128
9919,7e01dea3,50,2/1/2021,11/1/2022,2/1/2024,2,4,19,27,1,1,8,12,3,3,12,18,0,0,574106,18,28
9920,bc0e04ce,51,9/1/2019,1/1/2023,2/1/2024,0,5,12,21,2,4,5,19,4,7,10,21,0,0,297164,63,92
9921,b119ccc5,56,6/1/2019,11/1/2022,2/1/2024,2,6,3,14,4,4,5,14,4,7,5,16,21,866166,126534,16,147
9922,ee9cdd1a,31,12/1/2023,2/1/2024,2/1/2024,2,2,8,13,0,2,8,12,1,6,14,21,17,768502,140044,42,0
9923,77831d24,56,5/1/2019,5/1/2022,2/1/2024,1,0,16,18,4,5,3,17,4,7,9,20,19,1737835,269011,80,114
9924,c698da4c,39,3/1/2022,10/1/2023,2/1/2024,0,4,1,7,4,5,3,13,6,7,8,21,11,870969,151788,42,22
9925,0f4c38b4,45,1/1/2021,3/1/2022,2/1/2024,3,6,16,27,4,5,0,22,5,9,6,20,29,2127063,398412,20,232
9926,ad927b09,45,5/1/2019,5/1/2023,2/1/2024,1,2,14,19,3,5,7,18,3,8,8,19,21,778050,192475,76,126
9927,85f1427f,26,12/1/2019,4/1/2024,2/1/2024,3,4,11,19,4,4,9,18,6,6,10,22,0,0,80068,0,0
9928,242ff816,59,11/1/2022,10/1/2023,2/1/2024,0,6,8,19,0,4,2,7,2,5,3,10,27,179955,51654,30,27
9929,232f671f,22,3/1/2022,12/1/2022,2/1/2024,3,2,0,10,3,0,2,8,5,4,3,12,12,765792,100895,12,24
9930,cd20229a,57,7/1/2022,5/1/2023,2/1/2024,3,0,15,22,0,3,2,7,2,6,2,10,27,2608227,677295,30,27
9931,32831c50,21,9/1/2022,12/1/2022,2/1/2024,0,4,16,23,4,3,5,20,4,7,10,21,31,2806740,555633,0,93
9932,54768850,39,8/1/2019,8/1/2022,2/1/2024,3,3,16,27,1,3,4,10,3,7,8,18,32,56064,13447,36,288
9933,c09a315b,58,12/1/2023,1/1/2024,2/1/2024,0,2,10,17,0,1,2,16,2,3,2,7,20,497620,147974,0,100
9934,40b62a16,20,6/1/2022,9/1/2022,2/1/2024,1,3,14,23,1,0,1,5,2,1,1,4,25,1026200,275834,8,50
9935,1ab4c789,28,3/1/2021,11/1/2023,2/1/2024,0,1,20,25,1,0,0,9,3,3,5,11,29,1481987,295472,44,174
9936,713a8305,49,1/1/2021,6/1/2022,2/1/2024,0,4,0,5,2,2,1,6,3,3,4,10,6,331686,70636,40,24
9937,39f484d0,20,10/1/2022,11/1/2023,2/1/2024,3,2,15,24,2,3,4,11,4,3,4,11,26,1749722,243091,0,130
9938,25cd5d60,36,4/1/2023,6/1/2023,2/1/2024,1,4,10,17,3,3,6,14,3,3,6,12,26,223392,41489,12,130
9939,9ff7cf01,47,7/1/2019,6/1/2022,2/1/2024,0,6,4,12,2,2,4,10,3,3,9,15,18,1691082,386191,45,18
9940,9c2e3be7,45,7/1/2022,7/1/2023,2/1/2024,2,5,7,19,4,6,7,18,4,6,13,23,27,83808,18195,23,162
9941,057dd1b3,36,7/1/2022,8/1/2022,2/1/2024,3,2,2,9,0,1,5,8,0,3,7,10,14,1273860,301019,20,0
9942,c724fffa,37,6/1/2022,10/1/2022,2/1/2024,2,0,15,19,1,3,4,15,2,3,10,15,28,2502864,380236,30,224
9943,e0d2e878,36,11/1/2022,9/1/2023,2/1/2024,3,1,9,17,3,6,4,15,3,8,8,19,19,743793,178817,38,171
9944,84ef9ce3,38,9/1/2020,10/1/2023,2/1/2024,1,3,20,29,3,1,7,14,3,5,9,17,30,688050,84964,34,0
9945,87bc8e5a,42,3/1/2020,12/1/2022,2/1/2024,0,4,9,17,4,2,1,12,6,3,5,14,26,2078336,592243,28,208
9946,50bb84a3,52,11/1/2021,9/1/2023,2/1/2024,3,2,8,17,4,1,7,14,6,5,7,18,22,913352,200977,54,110
9947,c84e7e18,27,7/1/2022,2/1/2023,2/1/2024,2,0,19,24,1,6,8,23,2,6,12,20,33,3025143,648896,40,264
9948,bbb7ba71,20,8/1/2019,8/1/2022,2/1/2024,1,2,18,26,4,3,1,20,6,3,3,12,0,0,203410,12,93
9949,068c4b6c,60,5/1/2022,3/1/2024,2/1/2024,0,4,13,19,2,0,7,12,3,1,9,13,28,156240,21403,52,252
9950,4a0b5fa3,53,9/1/2022,10/1/2023,2/1/2024,3,4,12,20,2,4,9,16,3,5,14,22,28,2627492,506243,88,84
9951,9.63E+09,50,1/1/2024,3/1/2024,2/1/2024,2,6,14,27,3,6,8,24,5,7,10,22,28,1922284,290262,88,140
9952,44b3f07a,23,12/1/2021,1/1/2022,2/1/2024,0,1,11,16,4,4,5,14,5,4,10,19,25,941375,192651,19,125
9953,6321a9ef,49,1/1/2021,8/1/2023,2/1/2024,3,6,4,18,4,2,2,16,4,5,2,11,23,1830616,497043,33,92
9954,6d1a5987,44,1/1/2021,5/1/2023,2/1/2024,0,5,16,24,3,6,6,19,5,7,10,22,27,1871343,382930,44,189
9955,eed4e1bc,21,2/1/2021,3/1/2024,2/1/2024,2,0,6,13,4,5,9,19,6,6,9,21,0,0,254370,21,135
9956,ab5e22f2,55,11/1/2023,4/1/2024,2/1/2024,1,1,18,21,4,3,3,19,6,3,3,12,27,1956015,288386,36,54
9957,01a4ff82,52,8/1/2021,8/1/2023,2/1/2024,0,3,6,12,3,1,5,11,4,5,8,17,16,1204752,259938,51,48
9958,0e34a568,51,8/1/2023,11/1/2023,2/1/2024,2,2,8,14,4,4,5,14,6,5,11,22,15,283200,41618,66,135
9959,32cc5ccc,48,5/1/2021,9/1/2023,2/1/2024,0,0,8,9,0,3,4,8,0,4,10,14,11,1073116,109925,28,88
9960,0a419b45,25,6/1/2019,5/1/2022,2/1/2024,1,1,0,6,3,3,3,10,5,7,8,20,7,696395,175853,0,14
9961,f09df16e,54,12/1/2022,2/1/2024,2/1/2024,0,1,16,20,2,1,7,16,4,4,9,17,27,2334582,482735,51,54
9962,765fff3b,39,9/1/2022,3/1/2023,2/1/2024,3,0,16,22,3,2,7,16,4,5,10,19,23,1762812,432500,57,46
9963,53826690,52,5/1/2019,1/1/2022,2/1/2024,3,2,0,9,0,0,3,8,2,4,4,10,13,1023334,139758,10,78
9964,c158de38,43,11/1/2020,6/1/2023,2/1/2024,3,6,6,20,1,3,3,10,1,3,7,11,23,1784478,240379,33,0
9965,55e876fa,54,9/1/2019,4/1/2024,2/1/2024,0,4,11,20,1,2,2,8,2,5,8,15,23,1223025,321534,30,46
9966,300ddfbc,28,10/1/2019,7/1/2023,2/1/2024,1,3,2,7,3,6,9,19,5,10,15,30,0,0,105110,0,80
9967,39b8984c,37,3/1/2022,8/1/2023,2/1/2024,3,5,1,11,1,6,8,16,2,7,10,19,19,432231,127922,19,0
9968,1b99b648,29,8/1/2019,1/1/2022,2/1/2024,2,6,6,19,4,2,6,17,6,2,10,18,28,2508380,731830,0,252
9969,cfbc51d8,22,3/1/2021,10/1/2023,2/1/2024,3,2,9,19,4,2,4,11,6,2,7,15,28,2137996,328810,45,56
9970,04cd94ce,59,1/1/2020,9/1/2023,2/1/2024,2,1,0,4,4,6,5,16,5,7,9,21,0,0,26187,42,27
9971,23b47704,36,12/1/2022,10/1/2023,2/1/2024,1,3,11,18,3,2,9,15,5,6,13,24,23,2034304,505075,72,0
9972,b09baba0,56,5/1/2020,2/1/2024,2/1/2024,2,0,20,23,0,3,3,14,1,6,7,14,31,569904,91866,56,62
9973,3.55E+05,60,5/1/2021,1/1/2023,2/1/2024,2,5,4,14,1,6,2,12,2,6,2,10,19,217759,59936,0,133
9974,00d5bda3,48,8/1/2019,3/1/2023,2/1/2024,3,1,14,21,4,5,1,18,4,8,5,17,30,1556370,194309,34,120
9975,75703031,53,7/1/2022,7/1/2023,2/1/2024,3,4,1,13,1,4,2,12,2,5,7,14,0,0,53383,0,100
9976,9716c60e,41,9/1/2023,1/1/2024,2/1/2024,2,4,3,13,1,3,1,12,2,4,1,7,17,952136,110570,14,51
9977,cd1f2573,26,4/1/2021,8/1/2023,2/1/2024,2,0,10,13,2,5,7,15,4,6,13,23,18,733086,175162,0,90
9978,57838cf4,35,11/1/2019,2/1/2023,2/1/2024,1,1,8,14,2,1,6,12,3,3,7,13,17,642039,116619,26,136
9979,44e1a8af,30,4/1/2022,8/1/2022,2/1/2024,1,5,20,29,3,1,6,23,3,5,8,16,32,2643392,338420,48,96
9980,461a76aa,39,9/1/2019,6/1/2023,2/1/2024,3,6,15,29,1,5,0,24,2,7,6,15,0,0,264836,30,165
9981,e6571109,44,11/1/2022,4/1/2024,2/1/2024,0,2,10,17,1,5,1,8,3,7,3,13,21,1843170,482111,0,21
9982,2ddf7f26,44,8/1/2022,2/1/2024,2/1/2024,0,4,0,5,0,6,3,10,2,6,4,12,9,829548,213155,12,81
9983,01c0860d,43,11/1/2023,2/1/2024,2/1/2024,1,0,3,6,2,4,4,11,4,7,5,16,10,418320,74440,0,30
9984,9901c7de,52,9/1/2021,1/1/2023,2/1/2024,1,4,7,14,1,4,6,13,2,4,8,14,16,813440,221059,14,80
9985,a0cc389a,56,3/1/2022,12/1/2023,2/1/2024,3,2,10,19,3,2,2,12,4,6,6,16,25,972300,115010,16,0
9986,041aede5,47,4/1/2022,7/1/2023,2/1/2024,1,2,11,19,3,1,9,15,3,5,14,22,28,2016756,319619,22,196
9987,458aa9db,59,9/1/2020,9/1/2023,2/1/2024,0,6,8,16,1,0,0,12,1,0,0,1,20,1065020,266637,4,40
9988,ede66c35,51,1/1/2023,4/1/2024,2/1/2024,0,5,7,17,2,3,6,15,4,5,9,18,22,884774,208939,54,154
9989,c30cd7d8,47,6/1/2020,2/1/2022,2/1/2024,1,2,15,22,2,2,5,18,3,4,6,13,0,0,167737,26,145
9990,7bd02f08,60,12/1/2019,1/1/2022,2/1/2024,2,2,2,7,0,2,3,6,0,2,6,8,12,908556,133709,0,96
9991,7a03b549,27,6/1/2020,2/1/2023,2/1/2024,1,1,3,6,1,2,6,10,1,4,6,11,8,638384,133242,11,24
9992,7f69270a,31,4/1/2019,5/1/2022,2/1/2024,0,5,10,16,3,1,4,11,3,3,9,15,17,603704,60542,15,153
9993,8f887bfa,53,3/1/2022,7/1/2022,2/1/2024,2,1,6,12,0,6,2,10,0,10,2,12,18,1599984,161200,36,162
9994,34ffbdb5,29,11/1/2019,6/1/2022,2/1/2024,2,4,14,24,2,1,0,13,2,5,3,10,0,0,207740,30,216
9995,1b6476ac,37,12/1/2020,5/1/2022,2/1/2024,1,0,11,16,4,0,9,14,4,3,9,16,17,1143556,216956,0,34
9996,f44128d1,56,1/1/2021,3/1/2023,2/1/2024,1,3,2,9,2,5,7,15,3,7,11,21,17,1627342,418866,21,0
9997,e728588a,48,7/1/2019,6/1/2023,2/1/2024,1,6,11,21,4,3,3,14,6,7,7,20,30,629130,144593,80,270
9998,264728f9,44,6/1/2020,11/1/2023,2/1/2024,3,4,20,29,3,1,8,23,4,2,9,15,37,821141,153248,60,74
9999,641f2147,44,1/1/2021,10/1/2023,2/1/2024,0,4,0,9,3,2,8,14,4,3,8,15,12,1044180,271240,0,96
10000,95489a00,48,7/1/2023,3/1/2024,2/1/2024,3,5,11,22,2,5,1,13,4,9,5,18,0,0,262304,0,104
10001,293115df,56,11/1/2021,4/1/2022,2/1/2024,3,4,3,14,2,4,8,15,4,4,9,17,15,17280,4657,17,0
10002,2873d9d1,47,11/1/2019,4/1/2022,2/1/2024,3,3,19,27,1,6,2,13,1,6,2,9,29,38222,5160,9,87
10003,084c02de,47,8/1/2020,2/1/2023,2/1/2024,2,1,6,12,3,2,3,11,4,2,8,14,20,61500,9982,56,40
10004,380bd7cc,21,6/1/2021,5/1/2022,2/1/2024,3,5,8,21,2,1,0,16,3,1,6,10,30,1117440,301733,10,120
10005,b4a65fde,59,6/1/2020,9/1/2023,2/1/2024,0,1,3,9,2,1,1,5,2,4,7,13,18,1690470,335641,13,126
10006,56df72a9,43,4/1/2022,9/1/2023,2/1/2024,1,1,19,24,2,2,1,20,4,4,5,13,33,686070,69436,13,264
10007,003c1999,35,8/1/2020,12/1/2022,2/1/2024,3,6,17,27,0,3,4,20,2,3,9,14,33,2624589,617256,14,231
10008,9536ec88,36,1/1/2024,2/1/2024,2/1/2024,1,5,11,22,0,4,6,12,1,6,11,18,28,1944908,222594,54,140
10009,046d7894,35,10/1/2019,2/1/2024,2/1/2024,2,2,6,13,1,3,8,13,3,4,11,18,21,1217244,269405,72,0
10010,5c4dd08c,52,6/1/2019,6/1/2022,2/1/2024,1,6,6,14,1,3,0,9,2,6,5,13,0,0,384903,13,60
10011,647b43a4,48,5/1/2019,1/1/2022,2/1/2024,0,1,12,18,1,1,7,10,3,3,10,16,25,762325,193334,16,125
10012,2296c882,52,11/1/2020,10/1/2022,2/1/2024,0,1,15,17,0,3,9,13,2,6,15,23,25,1190450,323109,23,125
10013,246a70a6,38,5/1/2023,10/1/2023,2/1/2024,2,6,10,21,1,4,7,14,3,7,11,21,0,0,295822,21,46
10014,4fe58569,45,9/1/2022,9/1/2023,2/1/2024,0,6,20,28,4,2,7,19,6,3,11,20,33,2008050,522743,80,165
10015,0a14b2af,24,10/1/2023,11/1/2023,2/1/2024,2,2,0,8,2,5,5,13,3,7,6,16,9,595467,147714,48,9
10016,c557ab5f,51,4/1/2023,1/1/2024,2/1/2024,1,5,13,21,2,2,8,20,3,4,13,20,24,764208,113925,80,96
10017,f7312aa8,33,10/1/2019,3/1/2023,2/1/2024,2,1,10,18,4,3,6,15,5,6,6,17,19,1696472,205224,68,114
10018,59f16623,54,3/1/2021,5/1/2023,2/1/2024,3,1,11,19,2,6,8,18,2,9,13,24,23,470005,87963,72,46
10019,071a8882,50,5/1/2020,4/1/2023,2/1/2024,3,0,12,17,4,2,0,7,5,2,6,13,22,1274042,355397,13,0
10020,2c95542c,48,5/1/2019,9/1/2023,2/1/2024,3,1,9,14,3,4,0,9,3,6,1,10,19,1570065,261904,20,57
10021,aac1e99d,38,9/1/2020,4/1/2022,2/1/2024,1,3,14,23,4,6,9,20,6,6,15,27,29,2186629,537431,0,174
10022,f21d625b,34,7/1/2023,3/1/2024,2/1/2024,1,3,3,8,3,2,4,10,5,3,10,18,11,350999,59534,18,77
10023,9d27a440,29,7/1/2021,7/1/2022,2/1/2024,2,1,6,10,3,3,6,13,4,3,12,19,0,0,411002,0,90
10024,67e1eaf0,45,12/1/2023,1/1/2024,2/1/2024,3,0,16,24,1,5,2,11,3,8,5,16,27,2016225,269118,48,135
10025,9e6b324e,23,3/1/2022,5/1/2023,2/1/2024,1,1,11,14,0,1,8,11,1,2,8,11,23,739703,129602,33,184
10026,65ca2c59,28,5/1/2019,5/1/2022,2/1/2024,0,2,7,13,2,1,3,9,4,5,4,13,15,1347165,323303,26,0
10027,0279d0a7,27,7/1/2019,8/1/2023,2/1/2024,1,2,4,8,1,1,6,9,2,3,9,14,17,353175,66347,56,34
10028,f26c7944,26,6/1/2020,9/1/2023,2/1/2024,2,5,11,23,1,0,8,19,1,3,14,18,32,1912480,523752,0,64
10029,953805f0,35,10/1/2021,10/1/2022,2/1/2024,0,4,8,14,1,1,9,13,2,4,15,21,22,2114090,456424,21,88
10030,55c823e7,40,12/1/2021,5/1/2023,2/1/2024,0,2,18,25,3,0,8,13,3,0,11,14,26,392288,61733,0,0
10031,ce838c4f,32,8/1/2021,6/1/2023,2/1/2024,2,4,4,13,1,3,8,13,1,6,13,20,15,1442250,313149,20,45
10032,03216cb4,53,11/1/2022,9/1/2023,2/1/2024,2,4,7,14,3,2,4,10,3,5,10,18,23,578266,86128,36,207
10033,bdb489c0,39,5/1/2019,1/1/2022,2/1/2024,0,0,16,19,2,6,1,13,4,8,1,13,0,0,185918,13,56
10034,97eace3e,55,11/1/2022,4/1/2023,2/1/2024,2,4,3,11,2,6,9,18,4,9,15,28,20,839580,206960,84,160
10035,c37c0096,51,7/1/2022,1/1/2024,2/1/2024,2,1,2,9,2,0,4,7,4,0,4,8,0,0,214886,32,20
10036,1450745b,32,5/1/2019,8/1/2022,2/1/2024,1,1,16,23,4,3,7,15,4,4,9,17,0,0,243475,51,234
10037,a635b43b,57,3/1/2020,6/1/2023,2/1/2024,3,1,4,12,2,5,2,11,2,8,5,15,0,0,90641,0,117
10038,cacadff9,50,1/1/2023,4/1/2023,2/1/2024,1,0,16,20,3,2,8,19,3,4,8,15,23,1834687,239054,30,138
10039,0b1d7054,28,9/1/2022,3/1/2024,2/1/2024,3,3,9,16,4,2,4,11,6,6,7,19,0,0,370216,76,200
10040,fb5f3b17,55,8/1/2022,1/1/2024,2/1/2024,2,0,18,24,0,5,8,18,0,6,11,17,32,2005024,387114,17,128
10041,5e060b04,32,5/1/2022,8/1/2023,2/1/2024,3,6,12,23,4,5,4,17,4,8,4,16,30,2215260,607030,48,180
10042,3e8c2a01,47,7/1/2022,12/1/2023,2/1/2024,2,3,17,27,3,3,6,13,3,3,7,13,36,2780244,747889,13,144
10043,6643513a,36,12/1/2023,3/1/2024,2/1/2024,1,5,5,15,3,1,0,12,3,5,2,10,0,0,221640,0,0
10044,82b8665c,26,8/1/2023,10/1/2023,2/1/2024,1,2,15,20,3,2,0,6,5,2,4,11,0,0,117724,11,81
10045,70a5dc07,55,12/1/2020,10/1/2022,2/1/2024,0,3,4,11,4,5,7,17,4,6,7,17,19,1857554,265247,68,171
10046,1630a967,45,11/1/2020,1/1/2022,2/1/2024,3,1,20,29,3,2,0,12,3,3,1,7,36,654480,149675,21,0
10047,b40d8f4e,31,6/1/2022,9/1/2022,2/1/2024,1,0,10,12,1,6,6,14,1,6,9,16,0,0,133820,64,0
